lemma,PoS,sentiment,weight,
nichtreflektierend,V,0.001823428,6.687792676,
nichtregierungsorganisation,N,0.000132988,3.533015822,
nichtrostend,AJ,0.013233441,3.533015822,
nichts ander,V,0,5.047024658
nichts anfangen,V,-0.626711125,5.047024658
nichts desto,V,0,5.047024658
nichts falsch,V,0.626711125,5.047024658
nichts für,V,0,5.047024658
nichts gegen,V,0.626711125,5.047024658
nichts gehen,V,-0.626711125,5.047024658
nichts gut,V,-0.626711125,5.047024658
nichts mehr,V,0,5.047024658
nichts mit,V,0,5.047024658
nichts negativ,V,0.626711125,5.047024658
nichts neu,V,-0.626711125,5.047024658
nichts passieren,V,0,5.047024658
nichts sagen,V,0,5.047024658
nichts und,V,0,5.047024658
nichts verkehren,V,0,5.047024658
nichts von,V,0,5.047024658
nichts wirklich,V,0,5.047024658
nichts zu,V,0,5.047024658
nichts N,-0.365376884,4.943675684,
nichts PIS,-0.003403734,6.687792676,
nichts_sagend,AJ,-0.511527637,4.943675684,
nichtsahnend,AJ,-0.448497503,6.687792676,
nichtsdestotrotz,AV,-0.026938585,6.687792676,
nichtsdestoweniger,AV,-0.050993169,3.533015822,
nichtsein,N,-0.511527637,4.943675684,
nichtselbsttätige,V,0.000667006,3.533015822,
nichtseßhaft,AJ,-0.511527637,4.943675684,
nichtskönner,N,-0.541309897,6.687792676,
nichtsnutz,N,0.002166394,3.533015822,
nichtsnutzig,AJ,-0.120981482,3.533015822,
nichtssagend,AJ,-0.374556942,6.584443702,
nichtssein,N,-0.072795713,3.533015822,
nichtstuer,N,-0.054411332,3.533015822,
nichtstun,N,-0.071015795,3.533015822,
nichtstöchiometrische,V,0.000560096,3.533015822,
nichtstöranfällig,V,0.911401623,6.687792676,
nichtswisser,N,-0.065250773,3.533015822,
nichtswürdig,AJ,-0.993986513,6.584443702,
nichtteilnehmer,N,0.0271994,3.533015822,
nichttoxisch,V,-0.046441538,3.533015822,
nichttragend,AJ,-0.009370589,3.533015822,
nichttödlich,AJ,0.043820711,3.533015822,
nichtumkehrbar,V,-0.018985766,3.533015822,
nichtumkehrbares,V,0.032571854,3.533015822,
nichtunterbrechende,V,-0.048159127,3.533015822,
nichtverbreitung,N,-0.000764951,3.533015822,
nichtverbreitungsvertrag,N,-0.000764951,3.533015822,
nichtverbunden,V,0.013790423,3.533015822,
nichtverfügbarkeit,N,-0.001083529,3.533015822,
nichtverfügbarkeitsdauer,N,-0.055145841,3.533015822,
nichtverfügbarkeitszeit,N,-0.001083529,3.533015822,
nichtverlängerung,N,0.829953431,3.533015822,
nichtvermeidbarer,V,-0.829953431,3.533015822,
nichtveräußerung,N,-0.829953431,3.533015822,
nichtvorhandensein,N,-0.829953431,3.533015822,
nichtvorliegen,N,0.110441903,3.533015822,
nichtwahrnehmung,N,-0.016164422,3.533015822,
nichtweitergabe,N,-0.000764951,3.533015822,
nichtwiederkehrend,V,-0.053787124,3.533015822,
nichtwissen,N,-0.086579912,3.533015822,
nichtzahlung,N,-0.829953431,3.533015822,
nichtzerstörend,V,-0.829953431,3.533015822,
nichtzulässig,V,-0.834620013,6.687792676,
nichtzusammendrückbarkeit,N,-0.001880724,3.533015822,
nichtzuständigkeit,N,-0.911401623,6.687792676,
nichtzünden,N,-0.009942759,3.533015822,
nichtöffentlich,AJ,-0.003878206,3.533015822,
nichtübereinstimmung,N,-0.911235826,6.687792676,
nichtübertragbarkeit,N,0.008929552,3.533015822,
nickel(ii)-oxid,N,0.01324863,3.533015822,
nickel-kadmium-akkumulator,N,-0.024481717,3.533015822,
nickel-kadmium-batterie,N,-0.024481717,3.533015822,
nickel,N,-0.00913148,3.533015822,
nickelbeschichtet,V,-0.000520352,3.533015822,
nickelchrom-draht,N,-0.000235874,3.533015822,
nickelmonoxid,N,0.01324863,3.533015822,
nickeloxid,N,0.01324863,3.533015822,
nickelplattiert,V,-0.000520352,3.533015822,
nicken,N,-0.026486304,3.533015822,
nicken,V,0.021005955,3.533015822,
nickend,N,-0.000151483,3.533015822,
nickend,V,0.00647645,3.533015822,
nickerchen,N,0.000885879,6.687792676,
nidation,NE,4.77E-05,3.533015822,
nidus,NE,-0.013207547,3.533015822,
nie der,V,-0.626711125,5.047024658
nie ein,V,0,5.047024658
nie langweilig,V,0.626711125,5.047024658
nie mehr,V,-0.626711125,5.047024658
nie problem,N,0.626711125,5.047024658
nie so,V,0,5.047024658
nie wieder,V,-0.626711125,5.047024658
nie,AV,-0.382924376,6.687792676,
nieder,AJ,0.170999076,6.584443702,
nieder,V,0.829953431,3.533015822,
niederbayer,N,0.015685622,3.533015822,
niederblatt,N,-0.000613174,3.533015822,
niederbordwagen,N,-0.011651534,3.533015822,
niederbrennen,V,-0.829953431,3.533015822,
niederbrüllen,V,-0.12332859,3.533015822,
niederbügeln,V,-0.019416761,3.533015822,
niederdeutsch,AJ,0.000841506,3.533015822,
niederdruck-turbineneingangstemperatur,N,0.006924194,3.533015822,
niederdruck,N,0.006924194,3.533015822,
niederdruckverdichter,N,-0.003187544,3.533015822,
niederdrücken,V,-0.628565761,6.584443702,
niederdrückend,AJ,-0.563326111,6.584443702,
niederflurstraßenbahnwagen,N,-0.0297164,3.533015822,
niederfrequenzgenerator,N,0.001601545,3.533015822,
niedergang,N,-0.501449345,6.687792676,
niedergangskappe,N,-0.058613801,3.533015822,
niedergangsluke,N,-0.058613801,3.533015822,
niedergedrückt,AJ,-0.431525667,6.584443702,
niedergehen,V,0.802801753,3.533015822,
niedergelassen,AJ,0.01418241,3.533015822,
niedergeschlagen,AJ,-0.902336833,7.187065888,
niedergeschlagenheit,N,-0.620414721,11.98261076,
niederhalten,V,-0.996781485,9.739220557,
niederhalter,N,-0.098579379,3.533015822,
niederholz,N,-0.002499438,3.533015822,
niederhubwagen,N,-0.043434202,3.533015822,
niederkalifornien,N,0.007948929,3.533015822,
niederkalifornischer,N,0.009945913,3.533015822,
niederkanada,N,0.021057412,3.533015822,
niederkauern,V,-0.073339748,3.533015822,
niederknien,V,-0.001484546,3.533015822,
niederkunft,N,-0.013850396,3.533015822,
niederkämpfen,V,-0.829953431,3.533015822,
niederlage,N,-0.823270844,6.687792676,
niederlagenfrei,AJ,0.365376884,4.943675684,
niederlande,N,0.015751271,3.533015822,
niederlassen,V,0.826996216,3.533015822,
niederlassung,N,0.092271816,3.533015822,
niederlassungsfreiheit,N,0.511527637,4.943675684,
niederlaufhund,N,-0.004816792,3.533015822,
niederlegen,V,-0.752337846,3.533015822,
niederlegung,N,-0.827606621,3.533015822,
niederliegend,AJ,-0.006173783,3.533015822,
niederliegend,N,0.010327443,3.533015822,
niederliegendes,N,-0.00039148,3.533015822,
niederländer,N,0.000929614,3.533015822,
niederländisch,ADJA,0.015611183,3.533015822,
niederländisch,AJ,0.017836363,3.533015822,
niedermachen,V,-0.829953431,3.533015822,
niedermetzeln,V,-0.829953431,3.533015822,
niedermolekular,V,-0.001934099,3.533015822,
niedermolekularer,V,-0.001934099,3.533015822,
niedermoor,N,-0.000638382,3.533015822,
niedermähen,V,-0.070310667,3.533015822,
niederreißen,V,-0.911401623,6.687792676,
niederreißung,N,-0.730753767,4.943675684,
niederringen,V,-0.911401623,6.687792676,
niedersachse,N,0.016282358,3.533015822,
niederschlag,N,-0.066823617,3.533015822,
niederschlagen,V,-0.549153152,6.687792676,
niederschlagsfrei,AJ,0.379958841,6.584443702,
niederschlagsgebiet,N,0.004066152,3.533015822,
niederschlagsmenge,N,-0.094169836,3.533015822,
niederschlagsmittel,N,-0.036458028,3.533015822,
niederschlagswasser,N,-0.022827454,3.533015822,
niederschlagung,N,-0.042451454,3.533015822,
niederschlesien,NE,0.018182039,3.533015822,
niederschmelzen,N,-0.048983022,3.533015822,
niederschmettern,V,-0.829953431,3.533015822,
niederschmetternd,AJ,-0.451527387,8.827833906,
niederschrift,N,0.033336075,3.533015822,
niederspannungssteatit,N,0.001511179,3.533015822,
niedersächsisch,AJ,0.049760522,3.533015822,
niedertracht,N,-0.630424561,6.584443702,
niedertrampeln,V,-0.829953431,3.533015822,
niederträchtig,AJ,-1.12574893,11.98261076,
niederträchtigkeit,N,-0.698951069,9.739220557,
niederung,N,-0.003372864,3.533015822,
niederwald,N,-0.002089104,3.533015822,
niederwerfen,V,-0.020201896,3.533015822,
niederwerfung,N,-0.042451454,3.533015822,
niederösterreich,NE,0.003232743,3.533015822,
niedlich,AJ,-0.069769887,11.98261076,
niedlichkeit,N,0.07358724,3.533015822,
niednagel,N,-0.049837376,3.533015822,
niedrig,ADJA,-0.027570663,3.533015822,
niedrig,AJ,-0.613777279,11.98261076,
niedrige,N,-0.005484033,3.533015822,
niedrigemissionsfahrzeug,N,0.017693943,3.533015822,
niedrigkeit,N,-0.03173078,3.533015822,
niedriglegiert,AJ,-0.049233916,3.533015822,
niedrigschmelzend,AJ,0.00306403,3.533015822,
niedrigstbietend,AJ,-0.128363917,3.533015822,
niedrigstmöglich,AJ,0.011005431,3.533015822,
niedrigstpreis,N,-0.076557062,3.533015822,
niedrigstwertig,AJ,-0.128363917,3.533015822,
niedrigwasserbuhne,N,-0.01208794,3.533015822,
niemals,AV,-0.352584987,6.687792676,
niemand,PIS,-0.67273437,6.687792676,
niere,N,0.04256856,3.533015822,
nierenarterienstenose,N,-0.018444304,3.533015822,
nierenbecken-,N,-0.017983016,3.533015822,
nierenbecken,N,-0.010734784,3.533015822,
nierenbeckenentzündung,N,-0.730753767,4.943675684,
nierenbeckenröntgendarstellung,N,-0.001977455,3.533015822,
nierenbeckenröntgenkontrastdarstellung,N,-0.001977455,3.533015822,
nierendialyse,N,-0.020720866,3.533015822,
nierenentfernung,N,-0.005173506,3.533015822,
nierenentzündung,N,-0.005599878,3.533015822,
nierenerkrankung,N,-0.012968022,3.533015822,
nierenexstirpation,N,-0.005173506,3.533015822,
nierenfettkapsel,N,-0.012277833,3.533015822,
nierenförmig,AJ,-0.001851377,3.533015822,
nierenkapsel,N,-0.012277833,3.533015822,
nierenkolik,N,-0.018378157,3.533015822,
nierenkrank,AJ,-0.730753767,4.943675684,
nierenkrankheit,N,-0.020414946,3.533015822,
nierenleiden,N,-0.012968022,3.533015822,
nierenrinde,N,0.000640063,3.533015822,
nierenstein,N,-0.550136727,6.584443702,
nierensteinkolik,N,-0.018378157,3.533015822,
nierenstück,N,0.018411438,3.533015822,
nierentransplantation,N,-0.008669196,3.533015822,
nierenvergiftung,N,-0.730753767,4.943675684,
niesanfall,N,-0.042569141,3.533015822,
nieselig,V,0.004976451,3.533015822,
nieseln,V,-0.022829446,3.533015822,
nieselregen,N,-0.002177433,3.533015822,
niesen,N,-0.014065387,3.533015822,
niesen,V,-0.014065387,3.533015822,
nieser,N,0.007338739,3.533015822,
niespulver,N,-0.042569141,3.533015822,
nieswurz,N,-0.001875169,3.533015822,
niete,N,-0.811818401,6.687792676,
nieten,V,-0.011271847,3.533015822,
nieter,NE,-0.0148028,3.533015822,
niethammer,NE,-0.0148028,3.533015822,
nietkopf,NE,-0.007795769,3.533015822,
nietmaschine,NE,-0.0148028,3.533015822,
nietpistole,NE,-0.0148028,3.533015822,
nießbrauch,N,0.052488496,3.533015822,
nießbraucher,N,0.00116474,3.533015822,
nießbrauchrecht,N,0.052488496,3.533015822,
nießbrauchsberechtigte,N,-0.023908385,3.533015822,
nießbrauchsbestellung,N,0.052488496,3.533015822,
nießnutz,N,0.052488496,3.533015822,
nigelnagelneu,V,0.002554705,3.533015822,
niger,N,0.00651447,3.533015822,
nigeria,NE,0.084006226,3.533015822,
nigger,NE,-0.015152377,3.533015822,
nigrisch,V,0.000965568,3.533015822,
nihilismus,N,-0.076910623,3.533015822,
nihilist,N,-0.08358461,3.533015822,
nihilistisch,AJ,-0.549534626,6.584443702,
nikolaus,N,0.052048787,3.533015822,
nikosia,NE,-0.013016409,3.533015822,
nikotin,N,-0.025098788,3.533015822,
nikotinabhängigkeit,N,-0.562125551,6.584443702,
nikotinabusus,N,-0.025098788,3.533015822,
nikotingehalt,N,-0.025098788,3.533015822,
nikotinmissbrauch,N,-0.730753767,4.943675684,
nikotinmißbrauch,N,-0.730753767,4.943675684,
nikotinpflaster,N,-0.025098788,3.533015822,
nikotinsucht,N,-0.730753767,4.943675684,
nikotinvergiftung,N,-0.025098788,3.533015822,
nil,N,-0.04713679,3.533015822,
nilblau,N,0.024107823,3.533015822,
nilbuntbarsch,N,0.024107823,3.533015822,
nilgiri-langur,N,0.008955944,3.533015822,
nille,N,-0.003148254,3.533015822,
nilpferd,N,0.000678938,3.533015822,
nilpotent,V,-0.007441296,3.533015822,
nilwaran,N,0.02400418,3.533015822,
nimbostratus,N,0.058839217,3.533015822,
nimbostratuswolke,N,0.058839217,3.533015822,
nimbus,N,0.056308274,3.533015822,
nimmermehr,AV,-0.000506762,3.533015822,
nimrod,N,-0.025248428,3.533015822,
niob,N,0.008000685,3.533015822,
niobborid,N,0.008000685,3.533015822,
niobbromid,N,0.008000685,3.533015822,
niobchlorid,N,0.008000685,3.533015822,
niobgermanit,N,-0.012304226,3.533015822,
niobit,N,0.000441617,3.533015822,
niobium,N,0.008000685,3.533015822,
niobkarbid,N,0.008000685,3.533015822,
niobkarbonat,N,0.008000685,3.533015822,
niobkarbonitrid,N,0.008000685,3.533015822,
niobzusatz,N,0.008000685,3.533015822,
nippel,N,0.00045877,3.533015822,
nippen,V,-0.003387048,3.533015822,
nippes,NE,-2.62E-06,3.533015822,
nippflut,N,-0.002936093,3.533015822,
nippon,N,0.03418545,3.533015822,
nippsache,NE,0.036832088,3.533015822,
nippsachen,NE,-2.62E-05,3.533015822,
nipptide,NE,-0.002936093,3.533015822,
nippzeit,NE,-0.002936093,3.533015822,
nirgends,AV,-0.5169194,6.687792676,
nirgendwo,AV,-0.258437897,6.687792676,
nirgendwoher,N,-0.626711125,5.047024658,
nirgendwohin,N,-0.472912395,6.687792676,
nirwana,N,0.10852803,3.533015822,
nische,N,0.023823066,3.533015822,
nischen...,N,0.829953431,3.533015822,
nischengeschäft,N,0.829953431,3.533015822,
nischenmarketing,N,0.829953431,3.533015822,
nischenmarkt,N,0.829953431,3.533015822,
nisse,N,-0.020677178,3.533015822,
nistkasten,N,0.029358607,3.533015822,
nitrat,N,-0.01463764,3.533015822,
nitrid,N,0.000678619,3.533015822,
nitrieren,V,0.004215416,3.533015822,
nitrierte,V,0.004215416,3.533015822,
nitrifikation,N,-0.012045363,3.533015822,
nitrifizieren,V,0.008668864,3.533015822,
nitrifizierte,V,0.008668864,3.533015822,
nitril,N,-0.019911828,3.533015822,
nitrilkautschuk,N,-0.019911828,3.533015822,
nitrit,N,-0.033773212,3.533015822,
nitrobenzol,N,-0.014457789,3.533015822,
nitrocellulose-klebstoff,N,-0.027533705,3.533015822,
nitrocellulosespachtel,N,-0.027533705,3.533015822,
nitrochloroform,N,-0.024915866,3.533015822,
nitrogen-inertisierung,N,-0.096152595,3.533015822,
nitrogen,N,-0.001812909,3.533015822,
nitroglycerin,N,-0.042029174,3.533015822,
nitroglyzerin,N,-0.042029174,3.533015822,
nitrolack,N,-0.003756253,3.533015822,
nitromannit,N,-0.00084378,3.533015822,
nitropenta,N,0.005723375,3.533015822,
nitros,V,-0.000365785,3.533015822,
nitroverdünnung,N,-0.005423854,3.533015822,
nitrozellulose,N,-0.027533705,3.533015822,
nitrozelluloselack,N,-0.003756253,3.533015822,
nitschelhose,N,0.028368057,3.533015822,
nitscheln,V,-0.082791009,3.533015822,
niveauflasche,N,0.00063874,3.533015822,
niveaulos,AJ,-1.032826744,9.739220557,
niveauregulierung,N,0.00063874,3.533015822,
niveauverbreiterung,N,0.003610414,3.533015822,
niveauvoll,AJ,0.730753767,4.943675684,
nivellierer,N,-0.093329923,3.533015822,
nivellierschraube,N,-0.001031325,3.533015822,
nix,N,-0.912322783,6.687792676,
nix,PIS,-0.495293046,6.687792676,
nixe,N,0.000175933,3.533015822,
nizza,NE,0.829953431,3.533015822,
nmr-spektroskopie,N,0.022993611,3.533015822,
no-chemolumineszenz,N,0.000686703,3.533015822,
nobel...,N,0.017668796,3.533015822,
nobel,AJ,0.599358039,9.739220557,
nobelium,N,-0.020432375,3.533015822,
nobelpreis,N,0.017668796,3.533015822,
nobelpreisträger,N,0.057715128,3.533015822,
nobelpreisträgerin,N,0.008164044,3.533015822,
nobilitieren,V,0.511527637,4.943675684,
noblesse,N,0.730753767,4.943675684,
noch,AV,-0.032800905,3.533015822,
nochgeschäft,N,-0.002063688,3.533015822,
nochmal,AV,0.006756402,3.533015822,
nochmalig,AJ,0.010615187,3.533015822,
nochmals,AV,0.015351898,3.533015822,
nocke,N,0.017437512,3.533015822,
nockenscheibe,N,-0.010371596,3.533015822,
nockenstößel,N,-0.004613852,3.533015822,
nockenwelle,N,-0.001115358,3.533015822,
nockenwellenantrieb,N,-0.001115358,3.533015822,
nockenwellendeckel,N,-0.001115358,3.533015822,
nockenwellengehäuse,N,-0.001115358,3.533015822,
nockenwellenlager,N,-0.001115358,3.533015822,
nockenwellenlagergehäuse,N,0.030879081,3.533015822,
nockenwellenlagerung,N,-0.001115358,3.533015822,
nockenwellenverstellung,N,-0.001115358,3.533015822,
nocturne,N,0.036614475,3.533015822,
nodium,N,-0.003026608,3.533015822,
nodular,AJ,-0.004723223,3.533015822,
nodus,N,-0.003026608,3.533015822,
noesis,N,0.010685567,3.533015822,
noetisch,AJ,0.049610715,3.533015822,
nofretete,N,-0.001315302,3.533015822,
noktambulismus,N,-0.010653033,3.533015822,
nomade,N,-0.024959024,3.533015822,
nomadin,N,-0.000188764,3.533015822,
nomadisch,AJ,-0.016074704,3.533015822,
nomadisierend,V,-0.00347206,3.533015822,
nomen,N,0.019319075,3.533015822,
nomenklatur,N,0.003831148,3.533015822,
nominal,AJ,0.004662604,3.533015822,
nominalismus,N,-0.001346965,3.533015822,
nominativ,N,-0.005425646,3.533015822,
nominell,AJ,-0.379909289,6.584443702,
nominieren,V,0.829395386,3.533015822,
nominierung,N,0.008304348,3.533015822,
nomogramm,N,0.004285788,3.533015822,
non-hodgkin-lymphom,N,-0.03400452,3.533015822,
non-invasiv,FM,0.009311746,3.533015822,
non-stop-flug,N,-9.52E-05,3.533015822,
nonchalance,N,0.036941551,3.533015822,
nonchalant,FM,-0.829953431,3.533015822,
nonius,N,0.002983716,3.533015822,
nonkonformismus,N,-0.061829622,3.533015822,
nonkonformist,N,-0.030885223,3.533015822,
nonkonformistisch,AJ,-0.039250573,3.533015822,
nonne,N,-0.002534512,3.533015822,
nonnengans,N,-0.025851389,3.533015822,
nonnengeige,N,0.019968514,3.533015822,
nonnenhaube,N,0.001980692,3.533015822,
nonnenkloster,N,0.033792052,3.533015822,
nonsens,N,-0.48883977,6.687792676,
nonstop,AV,0.000771553,3.533015822,
nonstopflug,N,-9.52E-05,3.533015822,
nonverbale,FM,0.002390224,3.533015822,
nopal-kaktus,NE,6.21E-05,3.533015822,
noppe,N,-0.02135876,3.533015822,
noppen,AJ,-0.008061006,3.533015822,
noppzange,NE,0.000580815,3.533015822,
nor-abhängigkeit,N,-0.008372653,3.533015822,
nor-baugruppe,N,-0.006911736,3.533015822,
nor-element,N,-0.005766151,3.533015822,
nor-funktion,N,-0.009227588,3.533015822,
nor-gatter,N,-0.008372653,3.533015822,
noradrenalin,N,-0.003104748,3.533015822,
nord-süd-gefälle,N,-0.829953431,3.533015822,
nord,N,-0.019251226,3.533015822,
nordafrika,N,-0.000486283,3.533015822,
nordamerika,NE,0.02221943,3.533015822,
nordamerikanisch,ADJA,-0.022720307,3.533015822,
nordamerikanisch,AJ,0.011275249,3.533015822,
nordamerikanisch,N,-0.000563233,3.533015822,
norddeutschland,NE,0.05635085,3.533015822,
norden,V,-0.020608366,3.533015822,
nordeuropa,NE,0.002512394,3.533015822,
nordirland,NE,0.024644222,3.533015822,
nordisch,ADJA,0.005042141,3.533015822,
nordisch,AJ,0.005042141,3.533015822,
nordkaper,N,-0.000665442,3.533015822,
nordkorea,NE,0.053403105,3.533015822,
nordland,N,0.000433491,3.533015822,
nordlicht,N,0.032014873,3.533015822,
nordlän-,N,-0.002457021,3.533015822,
nordländerin,N,0.000433491,3.533015822,
nordmann,N,-0.002457021,3.533015822,
nordnordost,N,-0.012453119,3.533015822,
nordnorwegen,NE,0.030374304,3.533015822,
nordost,N,-0.005776883,3.533015822,
nordosten,N,-0.005776883,3.533015822,
nordostpassage,N,-0.005776883,3.533015822,
nordostwind,N,0.032858778,3.533015822,
nordrheinwestfalen,N,0.010234405,3.533015822,
nordschleswig,NE,-0.022924144,3.533015822,
nordseegarnele,N,0.00096068,3.533015822,
nordstaatler,N,0.005421123,3.533015822,
nordteil,N,0.002512394,3.533015822,
nordwest,N,-0.006031919,3.533015822,
nordwestküste,N,-0.015000329,3.533015822,
nordwestlich,AJ,-0.013075236,3.533015822,
nordwestwind,N,-0.008307527,3.533015822,
nordwärts,AJ,-4.42E-06,3.533015822,
nordöstlich,AJ,0.002956543,3.533015822,
norepinephrin,N,-0.003104748,3.533015822,
norm...,N,-0.016171228,3.533015822,
norm,N,-0.016171228,3.533015822,
normal,ADJA,0.001382976,3.533015822,
normal,AJ,0.195906754,9.739220557,
normalatmung,N,-0.056974809,3.533015822,
normale,N,0.821069609,3.533015822,
normalenhypothese,N,0.019268282,3.533015822,
normalerweise,AJ,0.188301826,6.687792676,
normalfrequenzgenerator,N,0.050042457,3.533015822,
normalglühen,AJ,0.005980893,3.533015822,
normalisator,N,0.002639285,3.533015822,
normalisieren,AJ,0.814934594,3.533015822,
normalisieren,V,0.392303072,6.584443702,
normalisierung,N,0.016042004,3.533015822,
normalität,N,0.004135733,3.533015822,
normalkorn,N,0,5.047024658,
normalkühlung,N,0.057417091,3.533015822,
normallochkarte,N,0.002239165,3.533015822,
normalsichtigkeit,N,0.037346908,3.533015822,
normalsteatit,N,0.001511179,3.533015822,
normalteiler,N,0.015431573,3.533015822,
normalverbraucher,N,0.013109446,3.533015822,
normalverbraucherin,N,0.013109446,3.533015822,
normalverteilung,N,0.004135733,3.533015822,
normalzustand,N,0.004135733,3.533015822,
normandie,NE,-0.011642587,3.533015822,
normann,N,0.000895113,3.533015822,
normannin,N,0.000895113,3.533015822,
normannisch,AJ,0.001331594,3.533015822,
normannische,N,0.000895113,3.533015822,
normativ,ADJA,0.057525981,3.533015822,
normativ,AJ,0.057525981,3.533015822,
normen,V,0.005980893,3.533015822,
normgerecht,AJ,0.008488847,3.533015822,
normieren,V,-0.480253096,6.687792676,
normiert,AJ,-0.000886905,3.533015822,
normierung,N,0.059459441,3.533015822,
normkonformität,N,0.03351659,3.533015822,
normlichtart,N,-0.000993388,3.533015822,
normung,N,0.059459441,3.533015822,
normungsarbeit,N,0.059459441,3.533015822,
normungsausschuss,N,0.059459441,3.533015822,
normungsebene,N,0.059459441,3.533015822,
normungsgebiet,N,0.059459441,3.533015822,
normungsgremium,N,0.059459441,3.533015822,
norne,N,-0.003195014,3.533015822,
northern-blot,NE,-0.12860116,3.533015822,
northumbrien,NE,0.000460607,3.533015822,
norwegen,NE,0.030374304,3.533015822,
norweger,N,-0.002457021,3.533015822,
norwegerin,N,0.000822795,3.533015822,
norwegisch,ADJA,0.029177212,3.533015822,
norwegisch,AJ,0.015580633,3.533015822,
noscapin,N,0.009340545,3.533015822,
nosokomiale,AJ,0.000174384,3.533015822,
nosologie,N,0.003423931,3.533015822,
nostalgie,N,-0.005496441,3.533015822,
nostalgisch,ADJA,0.05017998,3.533015822,
nostalgisch,AJ,-0.023941916,3.533015822,
nostrokonto,N,-0.007208751,3.533015822,
not...,N,-0.829953431,3.533015822,
not,N,-0.594281971,11.98261076,
not_leidend,AJ,-0.730753767,4.943675684,
notablassen,AJ,-0.048560326,3.533015822,
notar-anderkonto,N,0.058703934,3.533015822,
notar,N,0.058703934,3.533015822,
notariat,N,0.058703934,3.533015822,
notariell,AJ,0.011374844,3.533015822,
notation,N,0.003104838,3.533015822,
notaufnahme,N,0.016001087,3.533015822,
notbehelf,N,-0.086191494,3.533015822,
notbetankung,N,0.004957079,3.533015822,
notbett,N,-0.738397118,3.533015822,
notbremse,N,-0.511527637,4.943675684,
notbremsumschaltventil,N,0.006342961,3.533015822,
notdürftig,AJ,-0.799964052,6.584443702,
note,N,-0.09017942,3.533015822,
notebook-tasche,N,0.015666035,3.533015822,
notebook,N,0.015666035,3.533015822,
notendurchschnitt,N,0.008622386,3.533015822,
notenhals,N,-0.010093894,3.533015822,
notenheft,N,0.007768995,3.533015822,
notenlinie,N,-0.017164433,3.533015822,
notenschlüssel,N,0.001658969,3.533015822,
notenschreiber,N,-0.0007808,3.533015822,
notenschrift,N,0.003410262,3.533015822,
notenspiegel,N,-0.012926193,3.533015822,
notfahren,N,-0.049324215,3.533015822,
notfall,N,-0.006574377,3.533015822,
notfallaufnahme,N,0.016001087,3.533015822,
notfallkrankenwagen,N,0.034928507,3.533015822,
notfallpatient,N,-0.829953431,3.533015822,
notfalls,AV,-0.886363641,6.687792676,
notfallschirm,N,-0.023465688,3.533015822,
notgedrungen,AJ,-0.00256615,3.533015822,
notgelöst,AJ,-0.036048197,3.533015822,
nothelfer,N,0.093266017,3.533015822,
nothilfe,N,-0.086191494,3.533015822,
nothochwasserentlastungsanlage,N,-0.067220667,3.533015822,
notierbar,V,0.016547114,3.533015822,
notieren,V,0.002206348,3.533015822,
notierung,N,0.009759919,3.533015822,
notierungsaufnahme,N,0.0105424,3.533015822,
notifizieren,V,0.022307073,3.533015822,
notiz,N,0.067546684,3.533015822,
notizblock,N,-0.002000163,3.533015822,
notizblockspeicher,N,-0.003486004,3.533015822,
notizbuch,N,0.002238451,3.533015822,
notizzettel,N,0.010083673,3.533015822,
notlage,N,-0.829953431,3.533015822,
notlager,N,0.091556313,3.533015822,
notlanden,V,-0.154741497,3.533015822,
notlauffunktion,N,-0.829953431,3.533015822,
notleiden,AJ,-0.829953431,3.533015822,
notleidend,AJ,-0.563277927,6.584443702,
notlösung,N,0.743761937,3.533015822,
notmaßnahme,N,0.009995793,3.533015822,
notorisch,AJ,-0.886363641,6.687792676,
notruf,N,-0.829953431,3.533015822,
notrufsäule,N,-0.013492885,3.533015822,
notschalttafel,N,0.028415365,3.533015822,
notschlachten,V,-0.829953431,3.533015822,
notschlafstelle,N,0.032008565,3.533015822,
notsignal,N,-0.829953431,3.533015822,
notsituation,N,-0.829953431,3.533015822,
notsitz,N,-0.005598177,3.533015822,
notstand,N,-0.508266666,7.187065888,
nottaufe,N,0.829953431,3.533015822,
notwassern,V,-0.154741497,3.533015822,
notwehr,N,0.057277659,3.533015822,
notwendig,AJ,0.127733466,9.739220557,
notwendigerweise,AV,-0.461657296,6.687792676,
notwendigkeit,N,-0.74672472,6.687792676,
notzucht,N,-0.829953431,3.533015822,
notzüchtigen,V,-0.044209212,3.533015822,
noumenon,N,0.018522652,3.533015822,
nouvelle,FM,0.012038724,3.533015822,
nova,NE,0.026688978,3.533015822,
novation,NE,0.911401623,6.687792676,
novelle,N,0.382849729,6.584443702,
novellieren,V,0.243348156,3.533015822,
novelliert,AJ,0.243348156,3.533015822,
november,N,0.001642611,3.533015822,
novene,N,0.029022559,3.533015822,
novize,N,-0.829953431,3.533015822,
noviziat,N,-0.02941438,3.533015822,
novizin,NE,-0.829953431,3.533015822,
novocain&amp;#174;,NE,0.000588073,3.533015822,
novum,N,0.829953431,3.533015822,
nox-bildung,N,0.000952131,3.533015822,
nox-emissionen,N,0.000952131,3.533015822,
ns-...,N,-0.051859557,3.533015822,
nsdap,N,-0.051859557,3.533015822,
nt-kessel,XY,0.057417091,3.533015822,
ntc-widerstand,XY,0.012736548,3.533015822,
nu,XY,-0.006167782,3.533015822,
nuance,N,0.014260206,6.687792676,
nuancierfarbstoff,N,0.00191574,3.533015822,
