Category,Language,Aspect,Count
PostDoc,German,wiefer,1
PostDoc,German,wien,6
PostDoc,German,wilfried,1
PostDoc,German,wille,11
PostDoc,German,willkür,9
PostDoc,German,willkürlichkeit,1
PostDoc,German,wim,38
PostDoc,German,wima,1
PostDoc,German,wimi,35
PostDoc,German,win,1
PostDoc,German,wind,1
PostDoc,German,windmühle,1
PostDoc,German,winfried,1
PostDoc,German,winkelzug,1
PostDoc,German,winkler,2
PostDoc,German,winnacker,1
PostDoc,German,winter,3
PostDoc,German,wintersemester,7
PostDoc,German,wirklichkeit,8
PostDoc,German,wirksamkeit,2
PostDoc,German,wirkstoff,1
PostDoc,German,wirkung,9
PostDoc,German,wirtschaft,78
PostDoc,German,wirtschaftsbetrieb,1
PostDoc,German,wirtschaftsfakultät,1
PostDoc,German,wirtschaftsflüchtling,1
PostDoc,German,wirtschaftspol,1
PostDoc,German,wirtschaftspotential,1
PostDoc,German,wirtschaftstag,1
PostDoc,German,wissbetrieb,3
PostDoc,German,wissen,13
PostDoc,German,wissenachaftszeitvertragsgesetz,1
PostDoc,German,wissensarbeit,1
PostDoc,German,wissenschaf,1
PostDoc,German,wissenschaflter,1
PostDoc,German,wissenschafssystem,1
PostDoc,German,wissenschaft,846
PostDoc,German,wissenschafterinnen,1
PostDoc,German,wissenschaftl,12
PostDoc,German,wissenschaftler,428
PostDoc,German,wissenschaftlerin,63
PostDoc,German,wissenschaftlerstelle,1
PostDoc,German,wissenschaftly,2
PostDoc,German,wissenschaftpolitik,1
PostDoc,German,wissenschaftsantrag,1
PostDoc,German,wissenschaftsarbeitsrecht,1
PostDoc,German,wissenschaftsausschuß,2
PostDoc,German,wissenschaftsbereich,2
PostDoc,German,wissenschaftsbetrieb,33
PostDoc,German,wissenschaftsbezug,1
PostDoc,German,wissenschaftscomic,1
PostDoc,German,wissenschaftscommunity,1
PostDoc,German,wissenschaftsdeutschland,2
PostDoc,German,wissenschaftsdidaktik,1
PostDoc,German,wissenschaftsdiskurs,1
PostDoc,German,wissenschaftsentfristungsgesetz,1
PostDoc,German,wissenschaftserklärer,1
PostDoc,German,wissenschaftsestablishment,1
PostDoc,German,wissenschaftsfeindlichkeit,2
PostDoc,German,wissenschaftsfeld,1
PostDoc,German,wissenschaftsfinanzierung,1
PostDoc,German,wissenschaftsforschung,2
PostDoc,German,wissenschaftsfreiheit,24
PostDoc,German,wissenschaftsförderung,1
PostDoc,German,wissenschaftsgemeinschaft,1
PostDoc,German,wissenschaftsgeschichte,2
PostDoc,German,wissenschaftsgeschichtsschreibung,1
PostDoc,German,wissenschaftsinstitution,2
PostDoc,German,wissenschaftsinteresse,1
PostDoc,German,wissenschaftsjournalismus,1
PostDoc,German,wissenschaftsjournalistin,1
PostDoc,German,wissenschaftskarriere,7
PostDoc,German,wissenschaftskollege,1
PostDoc,German,wissenschaftskommunikation,18
PostDoc,German,wissenschaftskommunikationsforschung,1
PostDoc,German,wissenschaftskonferenz,4
PostDoc,German,wissenschaftskultur,3
PostDoc,German,wissenschaftslandschaft,3
PostDoc,German,wissenschaftslaufbahn,1
PostDoc,German,wissenschaftsmanagement,9
PostDoc,German,wissenschaftsminister,1
PostDoc,German,wissenschaftsministerin,2
PostDoc,German,wissenschaftsministerium,1
PostDoc,German,wissenschaftsnation,1
PostDoc,German,wissenschaftsnähe,1
PostDoc,German,wissenschaftsoptimismus,1
PostDoc,German,wissenschaftsorganisation,4
PostDoc,German,wissenschaftspack,1
PostDoc,German,wissenschaftsparadies,1
PostDoc,German,wissenschaftspolitik,30
PostDoc,German,wissenschaftspolitiker,2
PostDoc,German,wissenschaftspraxis,1
PostDoc,German,wissenschaftspublikation,1
PostDoc,German,wissenschaftsqualifizierungsgesetz,2
PostDoc,German,wissenschaftsrahmensystem,1
PostDoc,German,wissenschaftsrat,1
PostDoc,German,wissenschaftsreader,1
PostDoc,German,wissenschaftsregime,1
PostDoc,German,wissenschaftsstandort,18
PostDoc,German,wissenschaftsstelle,1
PostDoc,German,wissenschaftssystem,161
PostDoc,German,wissenschaftstandort,1
PostDoc,German,wissenschaftstwitter,1
PostDoc,German,wissenschaftsvampir,1
PostDoc,German,wissenschaftsvampire,1
PostDoc,German,wissenschaftsverband,1
PostDoc,German,wissenschaftsverständnis,2
PostDoc,German,wissenschaftsvertrag,1
PostDoc,German,wissenschaftswelt,3
PostDoc,German,wissenschaftszeitgesetz,2
PostDoc,German,wissenschaftszeitvertrag,2
PostDoc,German,wissenschaftszeitvertragsgesetz,27
PostDoc,German,wissenschaftszeitvertragsgesetzes,4
PostDoc,German,wissenschat,1
PostDoc,German,wissenschenschaftszeitvertragsgesetz,1
PostDoc,German,wissensgebiet,1
PostDoc,German,wissenslücke,1
PostDoc,German,wissensnetzwerk,1
PostDoc,German,wissenstransfer,1
PostDoc,German,wissensverlust,2
PostDoc,German,wissensvermittlung,1
PostDoc,German,wisskonferenz,1
PostDoc,German,wissma,4
PostDoc,German,wissmanagement,1
PostDoc,German,wissorganisation,1
PostDoc,German,wisspersonal,1
PostDoc,German,wisssystem,4
PostDoc,German,wissta,1
PostDoc,German,wisszeitgesetz,1
PostDoc,German,wisszeitvg,6
PostDoc,German,wisszvg,2
PostDoc,German,wittelsbacherplatz,1
PostDoc,German,witwe,1
PostDoc,German,witwenverbrennung,1
PostDoc,German,witz,9
PostDoc,German,wm,3
PostDoc,German,wma,1
PostDoc,German,woc,1
PostDoc,German,woche,163
PostDoc,German,wochenabschluss,1
PostDoc,German,wochenendbeziehung,3
PostDoc,German,wochenende,26
PostDoc,German,wochenstart,1
PostDoc,German,wochenstunde,1
PostDoc,German,wochentag,1
PostDoc,German,wohlstand,6
PostDoc,German,wohlwollen,5
PostDoc,German,wohneigentum,1
PostDoc,German,wohnlandschaft,1
PostDoc,German,wohnort,3
PostDoc,German,wohnortswechsel,1
PostDoc,German,wohnortwechsel,1
PostDoc,German,wohnung,9
PostDoc,German,wohnungseigentum,1
PostDoc,German,wohnungsfürsorge,1
PostDoc,German,wohnungssuche,4
PostDoc,German,wohnungsumzug,1
PostDoc,German,wohnzimmer,1
PostDoc,German,wolf,1
PostDoc,German,wolfgang,1
PostDoc,German,wollmilchsau,1
PostDoc,German,workshop,33
PostDoc,German,world,2
PostDoc,German,worlds,1
PostDoc,German,worrie,1
PostDoc,German,wort,93
PostDoc,German,wortbildung,1
PostDoc,German,worthülse,1
PostDoc,German,wortlaut,1
PostDoc,German,wortmeldung,1
PostDoc,German,wortprotokoll,1
PostDoc,German,wortschatz,1
PostDoc,German,wortwahl,4
PostDoc,German,wow,4
PostDoc,German,wss,1
PostDoc,German,wtf,6
PostDoc,German,wulf,1
PostDoc,German,wulz,1
PostDoc,German,wunder,12
PostDoc,German,wunsch,32
PostDoc,German,wunschdenke,2
PostDoc,German,wunschmitarbeiterinnen,1
PostDoc,German,wunschperson,1
PostDoc,German,wunschphantasie,2
PostDoc,German,wunschschule,1
PostDoc,German,wunschstelle,1
PostDoc,German,wurf,5
PostDoc,German,wurzel,3
PostDoc,German,wut,10
PostDoc,German,wwu,1
PostDoc,German,wähler,3
PostDoc,German,wählerschaft,2
PostDoc,German,währung,3
PostDoc,German,wärs,1
PostDoc,German,wöchentl,1
PostDoc,German,wöllten,1
PostDoc,German,wörterbuch,1
PostDoc,German,wünsch,1
PostDoc,German,würdigung,1
PostDoc,German,württemberg,2
PostDoc,German,yadayada,1
PostDoc,German,year,1
PostDoc,German,yellow,1
PostDoc,German,yoga,3
PostDoc,German,your,1
PostDoc,German,youtubekur,1
PostDoc,German,zaehlt,1
PostDoc,German,zahl,32
PostDoc,German,zahlographen,1
PostDoc,German,zahn,3
PostDoc,German,zahnbürste,1
PostDoc,German,zaungast,1
PostDoc,German,zehntausend,3
PostDoc,German,zeichen,15
PostDoc,German,zeigefinger,1
PostDoc,German,zeile,2
PostDoc,German,zeit,364
PostDoc,German,zeitallokation,1
PostDoc,German,zeitalter,1
PostDoc,German,zeitarbeit,2
PostDoc,German,zeitaufwand,1
PostDoc,German,zeitausgleich,1
PostDoc,German,zeitbudget,2
PostDoc,German,zeitdruck,2
PostDoc,German,zeiterf,1
PostDoc,German,zeiterfassung,6
PostDoc,German,zeitgeschichte,2
PostDoc,German,zeitgrund,1
PostDoc,German,zeithistorikerin,1
PostDoc,German,zeitkapsel,1
PostDoc,German,zeitkonto,1
PostDoc,German,zeitkürzung,1
PostDoc,German,zeitlang,3
PostDoc,German,zeitplan,1
PostDoc,German,zeitpolitik,1
PostDoc,German,zeitpuffer,1
PostDoc,German,zeitpunkt,9
PostDoc,German,zeitrahmen,2
PostDoc,German,zeitraum,10
PostDoc,German,zeitschrift,15
PostDoc,German,zeitschriftenartikel,1
PostDoc,German,zeitstunde,1
PostDoc,German,zeitumkehr,1
PostDoc,German,zeitung,6
PostDoc,German,zeitungskonsument,1
PostDoc,German,zeitverlust,1
PostDoc,German,zeitverschwendung,5
PostDoc,German,zeitvertrag,12
PostDoc,German,zeitvertragspraxis,1
PostDoc,German,zeitvertragsunwesen,1
PostDoc,German,zeitvorgabe,1
PostDoc,German,zeitz,1
PostDoc,German,zementierung,1
PostDoc,German,zentrale,1
PostDoc,German,zentrum,4
PostDoc,German,zephir,1
PostDoc,German,zeremonie,1
PostDoc,German,zermürbung,3
PostDoc,German,zerrbild,1
PostDoc,German,zerstörung,1
PostDoc,German,zertifikat,3
PostDoc,German,zertifizierung,1
PostDoc,German,zettel,1
PostDoc,German,zeug,7
PostDoc,German,zeugnis,1
PostDoc,German,zhv,1
PostDoc,German,ziegel,1
PostDoc,German,ziegler,4
PostDoc,German,ziel,32
PostDoc,German,zielerreichung,1
PostDoc,German,zielgruppe,3
PostDoc,German,zielpublikum,1
PostDoc,German,zielrichtung,2
PostDoc,German,zielscheibe,1
PostDoc,German,zielsetzung,2
PostDoc,German,zielvereinbarung,2
PostDoc,German,zielvorgabe,2
PostDoc,German,zierde,1
PostDoc,German,zimmer,2
PostDoc,German,zirkel,2
PostDoc,German,zirkus,1
PostDoc,German,zitat,18
PostDoc,German,zitatsobsession,1
PostDoc,German,zitrone,1
PostDoc,German,zivil,1
PostDoc,German,zivilgesellschaft,2
PostDoc,German,zone,1
PostDoc,German,zoom,1
PostDoc,German,zufall,10
PostDoc,German,zufriedenheit,3
PostDoc,German,zug,23
PostDoc,German,zugang,11
PostDoc,German,zugeballert,1
PostDoc,German,zugpferd,1
PostDoc,German,zugriff,1
PostDoc,German,zugänglichkeit,1
PostDoc,German,zuhörer,1
PostDoc,German,zukunft,72
PostDoc,German,zukunftsangst,8
PostDoc,German,zukunftsaussicht,5
PostDoc,German,zukunftsenergie,1
PostDoc,German,zukunftskonzept,1
PostDoc,German,zukunftsperspektive,5
PostDoc,German,zukunftsplan,1
PostDoc,German,zukunftsplanung,1
PostDoc,German,zukunftsprogramm,1
PostDoc,German,zukunftssorge,2
PostDoc,German,zukunftsthema,2
PostDoc,German,zukunftsverschwendung,1
PostDoc,German,zukunftsvertrag,12
PostDoc,German,zulieferer,1
PostDoc,German,zumutung,1
PostDoc,German,zunft,1
PostDoc,German,zunftmitglied,1
PostDoc,German,zurich,1
PostDoc,German,zuruf,1
PostDoc,German,zurückblei,1
PostDoc,German,zurückhaltung,1
PostDoc,German,zusage,4
PostDoc,German,zusammenarbeit,14
PostDoc,German,zusammenbruch,1
PostDoc,German,zusammenfassung,21
PostDoc,German,zusammengestaucht,1
PostDoc,German,zusammenhalt,3
PostDoc,German,zusammenhang,18
PostDoc,German,zusammenschlus,1
PostDoc,German,zusammenspiel,1
PostDoc,German,zusammenstellung,1
PostDoc,German,zusatz,2
PostDoc,German,zusatzaufgabe,1
PostDoc,German,zusatzengagement,1
PostDoc,German,zusatzjahr,1
PostDoc,German,zusatzleistung,1
PostDoc,German,zusatzrentenversicherung,1
PostDoc,German,zuschauer,2
PostDoc,German,zuspitzung,2
PostDoc,German,zuspruch,1
PostDoc,German,zustand,18
PostDoc,German,zustimmung,9
PostDoc,German,zuständigkeit,1
PostDoc,German,zuständigkeitsbereich,1
PostDoc,German,zutritt,1
PostDoc,German,zuversicht,1
PostDoc,German,zuweisung,1
PostDoc,German,zuwendung,1
PostDoc,German,zuwendungsbescheid,1
PostDoc,German,zwang,3
PostDoc,German,zwangsbefristung,1
PostDoc,German,zwangstz,1
PostDoc,German,zweck,9
PostDoc,German,zweifel,10
PostDoc,German,zweifelsfall,1
PostDoc,German,zweitstudium,1
PostDoc,German,zweitwohnsitz,1
PostDoc,German,zwi,1
PostDoc,German,zwickmühle,1
PostDoc,German,zwiespalt,1
PostDoc,German,zwietracht,1
PostDoc,German,zwilling,2
PostDoc,German,zwischeneinwurf,1
PostDoc,German,zwischenevaluation,2
PostDoc,German,zwischenlösung,1
PostDoc,German,zwischenmietvertrag,1
PostDoc,German,zwischenzeit,3
PostDoc,German,zwischenzustand,1
PostDoc,German,zyniker,1
PostDoc,German,zynischerweise,1
PostDoc,German,zynismus,6
PostDoc,German,zynismusministerium,2
PostDoc,German,zügel,1
PostDoc,German,ächtung,1
PostDoc,German,ähm,3
PostDoc,German,ähnlichkeit,1
PostDoc,German,änderung,24
PostDoc,German,änderungsantrag,2
PostDoc,German,äquivok,1
PostDoc,German,ära,1
PostDoc,German,ärger,1
PostDoc,German,ärgernis,2
PostDoc,German,ärmel,1
PostDoc,German,ärztin,2
PostDoc,German,äußerung,9
PostDoc,German,öff,2
PostDoc,German,öffentl,1
PostDoc,German,öffentlichkeit,24
PostDoc,German,öffentlichkeitsarbeit,3
PostDoc,German,öffnung,3
PostDoc,German,öhlmann,1
PostDoc,German,öhm,2
PostDoc,German,öko,1
PostDoc,German,ökologie,1
PostDoc,German,ökonom,2
PostDoc,German,ökonomie,3
PostDoc,German,ökonomisierung,9
PostDoc,German,ölbranche,1
PostDoc,German,öpnv,1
PostDoc,German,österreich,33
PostDoc,German,österreicher,1
PostDoc,German,übel,1
PostDoc,German,übelkeit,1
PostDoc,German,überangebot,2
PostDoc,German,überarbeitung,2
PostDoc,German,überbetonung,1
PostDoc,German,überblick,11
PostDoc,German,überblicksartikel,1
PostDoc,German,überblicksthema,1
PostDoc,German,überflieger,1
PostDoc,German,überfluß,2
PostDoc,German,überforderung,3
PostDoc,German,übergabe,1
PostDoc,German,übergang,3
PostDoc,German,übergangsgeld,1
PostDoc,German,übergangsphase,1
PostDoc,German,übergangsstipendium,1
PostDoc,German,übergangszeit,1
PostDoc,German,übergriff,6
PostDoc,German,überheblichkeit,1
PostDoc,German,überlastung,4
PostDoc,German,überlebenskampf,1
PostDoc,German,überlebenszeit,1
PostDoc,German,überlegung,13
PostDoc,German,übernahme,2
PostDoc,German,überprüfung,1
PostDoc,German,überraschung,10
PostDoc,German,überschrift,4
PostDoc,German,überschuß,2
PostDoc,German,übersee,1
PostDoc,German,übersetzerin,1
PostDoc,German,übersetzung,2
PostDoc,German,übersicht,7
PostDoc,German,überspitzung,1
PostDoc,German,überstd,1
PostDoc,German,überstunde,43
PostDoc,German,übertragung,1
PostDoc,German,überwachung,1
PostDoc,German,überwindung,1
PostDoc,German,überzeugung,6
PostDoc,German,überzeugungsarbeit,1
PostDoc,German,übung,3
PostDoc,English,ability,5
PostDoc,English,ableism,1
PostDoc,English,ableist,2
PostDoc,English,abolishment,1
PostDoc,English,absence,2
PostDoc,English,absichtlich,1
PostDoc,English,absurdity,3
PostDoc,English,abt,2
PostDoc,English,abuse,9
PostDoc,English,acad,1
PostDoc,English,academia,331
PostDoc,English,academic,73
PostDoc,English,academician,1
PostDoc,English,academy,18
PostDoc,English,acamdia,1
PostDoc,English,acc,1
PostDoc,English,accent,1
PostDoc,English,acceptance,1
PostDoc,English,access,10
PostDoc,English,accessibility,4
PostDoc,English,accommodation,1
PostDoc,English,account,15
PostDoc,English,accuracy,1
PostDoc,English,accusation,4
PostDoc,English,achievement,2
PostDoc,English,acknowledgement,1
PostDoc,English,acknowledgment,1
PostDoc,English,acronym,1
PostDoc,English,act,4
PostDoc,English,action,12
PostDoc,English,activism,4
PostDoc,English,activist,5
PostDoc,English,activity,4
PostDoc,English,actor,4
PostDoc,English,ad,3
PostDoc,English,adding,1
PostDoc,English,addition,5
PostDoc,English,address,6
PostDoc,English,adjunct,6
PostDoc,English,admin,2
PostDoc,English,administration,4
PostDoc,English,administrator,2
PostDoc,English,adressing,1
PostDoc,English,advancement,3
PostDoc,English,advantage,4
PostDoc,English,advice,7
PostDoc,English,advisor,2
PostDoc,English,advocate,3
PostDoc,English,affect,1
PostDoc,English,affiliation,3
PostDoc,English,aftermath,1
PostDoc,English,age,15
PostDoc,English,agency,3
PostDoc,English,agenda,1
PostDoc,English,agreeableness,1
PostDoc,English,agreement,1
PostDoc,English,aid,1
PostDoc,English,aim,5
PostDoc,English,air,1
PostDoc,English,akademischer,1
PostDoc,English,al,1
PostDoc,English,album,1
PostDoc,English,alle,1
PostDoc,English,allegory,1
PostDoc,English,allowance,2
PostDoc,English,alm,1
PostDoc,English,alt,6
PostDoc,English,alternative,4
PostDoc,English,altruism,1
PostDoc,English,alumnus,1
PostDoc,English,amiright,1
PostDoc,English,amount,5
PostDoc,English,analogy,2
PostDoc,English,analysis,4
PostDoc,English,analyst,1
PostDoc,English,andrea,1
PostDoc,English,anecdote,2
PostDoc,English,anger,4
PostDoc,English,animal,2
PostDoc,English,animation,1
PostDoc,English,ann,3
PostDoc,English,anna,1
PostDoc,English,annihilation,2
PostDoc,English,anniversary,1
PostDoc,English,announcement,1
PostDoc,English,anonymity,1
PostDoc,English,answer,3
PostDoc,English,anthem,1
PostDoc,English,anthropology,1
PostDoc,English,anticipation,1
PostDoc,English,anxiety,10
PostDoc,English,ap,1
PostDoc,English,apartment,3
PostDoc,English,app,1
PostDoc,English,appaling,1
PostDoc,English,appeal,1
PostDoc,English,appearance,1
PostDoc,English,appendix,1
PostDoc,English,applause,2
PostDoc,English,applicant,3
PostDoc,English,application,19
PostDoc,English,appointment,1
PostDoc,English,appreciation,7
PostDoc,English,approach,2
PostDoc,English,approx,1
PostDoc,English,april,2
PostDoc,English,arbeitsagentur,1
PostDoc,English,arbeitslosengeld,1
PostDoc,English,archaeologist,1
PostDoc,English,archaeology,1
PostDoc,English,area,6
PostDoc,English,argument,12
PostDoc,English,art,5
PostDoc,English,article,28
PostDoc,English,as,1
PostDoc,English,aspect,5
PostDoc,English,aspiration,1
PostDoc,English,assessment,2
PostDoc,English,assist,1
PostDoc,English,assistance,2
PostDoc,English,assistant,2
PostDoc,English,associate,2
PostDoc,English,association,2
PostDoc,English,asymmetrie,1
PostDoc,English,atm,1
PostDoc,English,atmosphere,1
PostDoc,English,attack,2
PostDoc,English,attempt,5
PostDoc,English,attendee,1
PostDoc,English,attention,16
PostDoc,English,attitude,1
PostDoc,English,attorney,1
PostDoc,English,attractiveness,1
PostDoc,English,attrition,2
PostDoc,English,au,1
PostDoc,English,auch,2
PostDoc,English,audience,2
PostDoc,English,aus,1
PostDoc,English,austerity,1
PostDoc,English,australia,2
PostDoc,English,austria,5
PostDoc,English,author,14
PostDoc,English,authoritarian,1
PostDoc,English,authority,1
PostDoc,English,authorship,2
PostDoc,English,automaton,1
PostDoc,English,autonomy,1
PostDoc,English,autumn,1
PostDoc,English,average,2
PostDoc,English,avocado,1
PostDoc,English,avoider,2
PostDoc,English,award,9
PostDoc,English,awareness,7
PostDoc,English,baby,4
PostDoc,English,bachelor,1
PostDoc,English,back,3
PostDoc,English,backbone,1
PostDoc,English,background,9
PostDoc,English,backup,1
PostDoc,English,backwardness,1
PostDoc,English,bad,1
PostDoc,English,badge,5
PostDoc,English,balance,6
PostDoc,English,balint,1
PostDoc,English,balkan,1
PostDoc,English,ballot,1
PostDoc,English,bam,1
PostDoc,English,ban,1
PostDoc,English,bandwaggon,1
PostDoc,English,bang,1
PostDoc,English,bank,3
PostDoc,English,banner,1
PostDoc,English,barbara,1
PostDoc,English,bargaining,1
PostDoc,English,barrier,10
PostDoc,English,baseline,2
PostDoc,English,basis,4
PostDoc,English,bastion,1
PostDoc,English,bathroom,1
PostDoc,English,battle,1
PostDoc,English,beam,2
PostDoc,English,beaurocrat,1
PostDoc,English,beauty,2
PostDoc,English,becoming,1
PostDoc,English,bed,2
PostDoc,English,beer,1
PostDoc,English,begging,1
PostDoc,English,beginning,1
PostDoc,English,begleitung,1
PostDoc,English,behavior,3
PostDoc,English,behaviour,1
PostDoc,English,being,1
PostDoc,English,beirut,1
PostDoc,English,belly,1
PostDoc,English,benefit,8
PostDoc,English,berkeley,2
PostDoc,English,berlin,8
PostDoc,English,bern,1
PostDoc,English,berne,1
PostDoc,English,berry,1
PostDoc,English,berth,1
PostDoc,English,best,3
PostDoc,English,bias,6
PostDoc,English,bib,1
PostDoc,English,bill,3
PostDoc,English,billion,1
PostDoc,English,bin,2
PostDoc,English,bind,1
PostDoc,English,binge,1
PostDoc,English,biograph,1
PostDoc,English,biography,1
PostDoc,English,biologist,1
PostDoc,English,biology,2
PostDoc,English,bipoc,21
PostDoc,English,birthday,2
PostDoc,English,bist,1
PostDoc,English,bit,22
PostDoc,English,blame,1
PostDoc,English,bloch,1
PostDoc,English,blog,4
PostDoc,English,blow,2
PostDoc,English,blue,1
PostDoc,English,bmbf,5
PostDoc,English,board,2
PostDoc,English,body,6
PostDoc,English,boggling,2
PostDoc,English,bohemian,1
PostDoc,English,boil,1
PostDoc,English,boldness,1
PostDoc,English,bomb,1
PostDoc,English,bone,1
PostDoc,English,bonus,2
PostDoc,English,book,41
PostDoc,English,bookshop,1
PostDoc,English,boooring,1
PostDoc,English,boring,1
PostDoc,English,boss,2
PostDoc,English,bottle,1
PostDoc,English,bottleneck,1
PostDoc,English,bottom,3
PostDoc,English,boundary,4
PostDoc,English,bourgeois,1
PostDoc,English,bourgeoisie,1
PostDoc,English,box,4
PostDoc,English,boy,1
PostDoc,English,boyfriend,1
PostDoc,English,bpoc,1
PostDoc,English,brain,8
PostDoc,English,brand,2
PostDoc,English,breadwinner,1
PostDoc,English,break,7
PostDoc,English,breakdown,3
PostDoc,English,breast,1
PostDoc,English,breath,1
PostDoc,English,breed,1
PostDoc,English,brexit,1
PostDoc,English,bridge,1
PostDoc,English,brief,1
PostDoc,English,brilliance,2
PostDoc,English,brokennes,1
PostDoc,English,brother,1
PostDoc,English,brunt,1
PostDoc,English,brutality,1
PostDoc,English,bt,1
PostDoc,English,btw,1
PostDoc,English,bubble,1
PostDoc,English,buddy,1
PostDoc,English,budget,5
PostDoc,English,build,1
PostDoc,English,building,1
PostDoc,English,bunch,2
PostDoc,English,bundestag,1
PostDoc,English,burden,1
PostDoc,English,bureaucracy,4
PostDoc,English,burn,3
PostDoc,English,burnout,2
PostDoc,English,burton,1
PostDoc,English,business,2
PostDoc,English,buttomline,1
PostDoc,English,button,1
PostDoc,English,buzzword,2
PostDoc,English,cable,1
PostDoc,English,cacao,1
PostDoc,English,cadidate,1
PostDoc,English,calendar,2
PostDoc,English,california,2
PostDoc,English,call,4
PostDoc,English,calling,1
PostDoc,English,cambridge,2
PostDoc,English,campaign,13
PostDoc,English,campus,3
PostDoc,English,cancer,2
PostDoc,English,candidate,12
PostDoc,English,candy,1
PostDoc,English,cannot,17
PostDoc,English,canon,1
PostDoc,English,cant,1
PostDoc,English,capacity,1
PostDoc,English,capital,1
PostDoc,English,capitalist,2
PostDoc,English,captain,1
PostDoc,English,capture,1
PostDoc,English,car,2
PostDoc,English,card,1
PostDoc,English,care,12
PostDoc,English,career,128
PostDoc,English,caretaker,1
PostDoc,English,caricature,1
PostDoc,English,carnival,1
PostDoc,English,carr,2
PostDoc,English,carreer,1
PostDoc,English,carstensen,1
PostDoc,English,carton,1
PostDoc,English,case,22
PostDoc,English,cast,1
PostDoc,English,casualisation,10
PostDoc,English,casualization,1
PostDoc,English,cat,1
PostDoc,English,category,2
PostDoc,English,catherine,1
PostDoc,English,cause,7
PostDoc,English,caveat,2
PostDoc,English,ccp,1
PostDoc,English,celebration,2
PostDoc,English,cell,2
PostDoc,English,center,5
PostDoc,English,centre,1
PostDoc,English,century,3
PostDoc,English,ceremony,1
PostDoc,English,certificate,1
PostDoc,English,chain,2
PostDoc,English,chair,4
PostDoc,English,chairing,1
PostDoc,English,challenge,7
PostDoc,English,chance,16
PostDoc,English,change,60
PostDoc,English,channel,4
PostDoc,English,chapter,6
PostDoc,English,character,2
PostDoc,English,charity,3
PostDoc,English,charles,1
PostDoc,English,chase,1
PostDoc,English,check,16
PostDoc,English,cheer,1
PostDoc,English,cheeto,1
PostDoc,English,chef,2
PostDoc,English,chemical,1
PostDoc,English,child,8
PostDoc,English,childcare,2
PostDoc,English,choice,3
PostDoc,English,christin,1
PostDoc,English,christmas,1
PostDoc,English,chronobiology,1
PostDoc,English,chunk,1
PostDoc,English,ci,2
PostDoc,English,circle,1
PostDoc,English,circulation,1
PostDoc,English,circumstance,2
PostDoc,English,circus,1
PostDoc,English,citation,3
PostDoc,English,citizen,3
PostDoc,English,citizenship,2
PostDoc,English,city,8
PostDoc,English,ck,1
PostDoc,English,claim,10
PostDoc,English,class,21
PostDoc,English,classic,1
PostDoc,English,classification,2
PostDoc,English,classism,1
PostDoc,English,classist,1
PostDoc,English,classroom,1
PostDoc,English,click,1
PostDoc,English,client,1
PostDoc,English,climate,2
PostDoc,English,clock,3
PostDoc,English,clothes,1
PostDoc,English,cloud,1
PostDoc,English,club,1
PostDoc,English,clue,1
PostDoc,English,cmp,1
PostDoc,English,coach,2
PostDoc,English,coalition,3
PostDoc,English,cockpit,1
PostDoc,English,cocktail,1
PostDoc,English,code,2
PostDoc,English,coffee,2
PostDoc,English,coffin,1
PostDoc,English,cohort,1
PostDoc,English,coincidence,3
PostDoc,English,collab,2
PostDoc,English,collaboration,11
PostDoc,English,collar,1
PostDoc,English,colleague,49
PostDoc,English,collection,1
PostDoc,English,collective,4
PostDoc,English,college,4
PostDoc,English,collegue,1
PostDoc,English,colonialism,2
PostDoc,English,color,2
PostDoc,English,combat,2
PostDoc,English,combination,2
PostDoc,English,combine,1
PostDoc,English,comfort,1
PostDoc,English,coming,1
PostDoc,English,comm,1
PostDoc,English,comment,11
PostDoc,English,commentary,2
PostDoc,English,commercialisation,1
PostDoc,English,commitment,4
PostDoc,English,committee,10
PostDoc,English,common,1
PostDoc,English,communicating,1
PostDoc,English,communication,2
PostDoc,English,community,27
PostDoc,English,commuter,1
PostDoc,English,company,8
PostDoc,English,comparison,3
PostDoc,English,compensation,1
PostDoc,English,competition,11
PostDoc,English,competitiveness,1
PostDoc,English,completion,1
PostDoc,English,complex,1
PostDoc,English,complexity,1
PostDoc,English,compliment,1
PostDoc,English,component,1
PostDoc,English,composition,1
PostDoc,English,computer,1
PostDoc,English,comrade,1
PostDoc,English,con,1
PostDoc,English,concept,1
PostDoc,English,concern,4
PostDoc,English,concert,1
PostDoc,English,concession,2
PostDoc,English,concordance,1
PostDoc,English,concrete,1
PostDoc,English,condition,103
PostDoc,English,conference,28
PostDoc,English,conflict,2
PostDoc,English,congrat,4
PostDoc,English,congratulation,4
PostDoc,English,connection,2
PostDoc,English,conscience,1
PostDoc,English,conscientiousness,1
PostDoc,English,consciousness,1
PostDoc,English,consequence,8
PostDoc,English,conservation,1
PostDoc,English,conspectabili,1
PostDoc,English,constant,1
PostDoc,English,constellation,1
PostDoc,English,constraint,2
PostDoc,English,consultant,3
PostDoc,English,contact,1
PostDoc,English,content,1
PostDoc,English,contest,1
PostDoc,English,context,9
PostDoc,English,continent,2
PostDoc,English,contingent,1
PostDoc,English,continuation,2
PostDoc,English,continuity,1
PostDoc,English,contract,132
PostDoc,English,contrast,2
PostDoc,English,contribution,12
PostDoc,English,control,4
PostDoc,English,conversation,11
PostDoc,English,conviction,1
PostDoc,English,cook,3
